Muestreo	Fecha	Hora	ZT	Notas		1	2	3	4	5			6	7	8	9	10	11
593		8:00:30 a. m.	1		0	1211	0	75	244	549	0	0	1785	1159	0	7	2325	95
594		8:30:30 a. m.	1.5		0	201	0	10	93	309	0	0	284	605	0	943	782	565
595		9:00:30 a. m.	2		0	143	261	537	202	1214	0	0	257	389	0	0	568	86
596		9:30:30 a. m.	2.5		0	243	9	9	0	1794	0	0	289	812	0	0	346	43
597		10:00:30 a. m.	3		0	185	0	10	77	1719	0	0	270	505	190	131	365	179
598		10:30:30 a. m.	3.5		0	1697	0	78	0	438	0	0	287	219	36	0	516	98
599		11:00:30 a. m.	4		0	982	0	0	11	1042	0	0	206	309	0	0	355	699
600		11:30:30 a. m.	4.5		0	219	19	0	33	530	0	0	2084	244	0	0	1227	31
601		12:00:30 p. m.	5		0	141	0	756	24	409	0	0	1652	2911	0	0	1502	11
602		12:30:30 p. m.	5.5		0	384	0	0	40	405	0	0	2452	2274	322	179	2782	1025
603		1:00:30 p. m.	6		0	906	139	10	63	163	0	0	816	2511	173	384	2560	1950
604		1:30:30 p. m.	6.5		0	849	943	521	1324	1676	0	0	29	82	0	0	1576	1356
605		2:00:30 p. m.	7		0	115	64	0	410	752	0	0	25	466	0	0	250	980
606		2:30:30 p. m.	7.5		0	251	305	0	103	212	0	0	24	96	0	0	128	543
607		3:00:30 p. m.	8		0	251	0	0	68	417	0	0	152	28	0	0	114	645
608		3:30:30 p. m.	8.5		0	190	379	0	70	261	0	0	166	53	0	96	108	11
609		4:00:30 p. m.	9		0	841	19	342	70	391	0	0	0	193	20	0	134	14
610		4:30:30 p. m.	9.5		0	245	0	9	27	216	0	0	112	1168	0	93	139	36
611		5:00:30 p. m.	10		0	254	9	0	63	498	0	0	10	114	0	0	243	33
612		5:30:30 p. m.	10.5		0	599	0	0	82	378	0	0	253	496	0	430	1867	60
613		6:00:30 p. m.	11		0	569	9	0	74	335	0	0	434	170	0	0	162	701
614		6:30:30 p. m.	11.5		0	754	103	0	47	817	0	0	511	97	0	0	248	162
615		7:00:30 p. m.	12		0	48	371	312	1638	351	0	0	23	1062	12	0	1165	660
616		7:30:30 p. m.	12.5		0	724	391	180	143	776	0	0	277	716	0	7	2396	73
617		8:00:30 p. m.	13		0	1392	10	94	360	1534	0	0	169	951	242	165	420	374
618		8:30:30 p. m.	13.5		0	1410	434	877	783	1058	0	0	389	214	8	478	1590	272
619		9:00:30 p. m.	14		0	909	727	1310	442	529	0	0	354	463	598	630	806	1158
620		9:30:30 p. m.	14.5		0	535	157	864	382	1173	0	0	494	2492	85	486	1415	252
621		10:00:30 p. m.	15		0	2578	111	1230	3736	1862	0	0	1120	267	323	541	1521	2008
622		10:30:30 p. m.	15.5		0	1432	36	918	1789	2123	0	0	1574	423	158	331	2853	501
623		11:00:30 p. m.	16		0	831	306	926	1122	679	0	0	2056	1612	785	18	2601	1675
624		11:30:30 p. m.	16.5		0	1480	631	828	1516	994	0	0	2424	2542	208	229	2293	372
625	03-feb-23	12:00:30 a. m.	17		0	1246	340	1172	1970	1657	0	0	2305	1884	131	42	2058	285
626		12:30:30 a. m.	17.5		0	1745	0	1258	351	1558	0	0	1071	69	0	0	231	278
627		1:00:30 a. m.	18		0	702	111	836	1846	1733	0	0	212	312	762	370	335	661
628		1:30:30 a. m.	18.5		0	1904	65	633	3666	483	0	0	1157	1082	214	445	1190	607
629		2:00:30 a. m.	19		0	1886	878	791	3231	1773	0	0	870	904	310	29	1471	1988
630		2:30:30 a. m.	19.5		0	1121	621	1209	420	2339	0	0	820	1365	300	30	1086	1348
631		3:00:30 a. m.	20		0	944	19	2198	1504	1431	0	0	1956	1928	165	102	2122	298
632		3:30:30 a. m.	20.5		0	2260	0	1103	2350	797	0	0	1037	3686	367	197	1887	348
633		4:00:30 a. m.	21		0	838	0	1284	844	685	0	0	1090	1041	30	291	3166	1392
634		4:30:30 a. m.	21.5		0	729	232	1442	94	1686	0	0	2015	528	0	707	91	1406
635		5:00:30 a. m.	22		0	3158	859	1678	422	2015	0	0	1866	427	518	107	1305	80
636		5:30:30 a. m.	22.5		0	2217	9	815	2459	543	0	0	2025	706	0	626	1310	774
637		6:00:30 a. m.	23		0	214	156	1291	605	1223	0	0	2009	2990	19	57	1654	825
638		6:30:30 a. m.	23.5		0	1498	327	263	264	364	0	0	1026	1318	0	0	593	220
639		7:00:30 a. m.	0		0	832	9	1103	152	985	0	0	2378	2805	469	1112	1881	2297
640		7:30:30 a. m.	0.5		0	593	28	149	457	755	0	0	4454	2142	542	949	2630	2894
641		8:00:30 a. m.	1		0	339	9	111	32	786	0	0	1934	441	108	258	2101	461
642		8:30:30 a. m.	1.5		0	809	186	333	569	641	0	0	2884	1178	101	389	2064	1938
643		9:00:30 a. m.	2		0	2632	45	885	871	1555	0	0	584	1077	13	22	2798	1402
644		9:30:30 a. m.	2.5		0	925	10	177	0	623	0	0	257	388	0	0	1969	37
645		10:00:30 a. m.	3		0	398	9	125	188	800	0	0	223	111	0	6	49	43
646		10:30:30 a. m.	3.5		0	851	46	122	134	1348	0	0	206	9	0	177	118	0
647		11:00:30 a. m.	4		0	600	9	19	0	1926	0	0	121	0	0	8	96	59
648		11:30:30 a. m.	4.5		0	532	9	897	12	580	0	0	1620	2411	74	0	133	31
649		12:00:30 p. m.	5		0	1579	19	104	22	443	0	0	178	711	0	0	10	268
650		12:30:30 p. m.	5.5		0	708	9	120	164	465	0	0	80	161	7	0	123	57
651		1:00:30 p. m.	6		0	1652	278	10	0	473	0	0	255	214	0	0	58	37
652		1:30:30 p. m.	6.5		0	707	18	0	10	596	0	0	128	367	0	270	188	14
653		2:00:30 p. m.	7		0	684	174	113	0	651	0	0	857	249	0	0	90	43
654		2:30:30 p. m.	7.5		0	572	20	939	0	563	0	0	418	432	0	0	398	23
655		3:00:30 p. m.	8		0	639	6	77	0	389	0	0	486	289	0	0	49	11
656		3:30:30 p. m.	8.5		0	375	333	9	0	1833	0	0	463	1237	54	0	154	22
657		4:00:30 p. m.	9		0	296	0	19	0	306	0	0	1445	12	16	74	54	33
658		4:30:30 p. m.	9.5		0	844	29	19	0	452	0	0	164	113	0	0	1258	0
659		5:00:30 p. m.	10		0	215	9	0	0	807	0	0	122	343	0	0	1559	28
660		5:30:30 p. m.	10.5		0	961	9	189	11	861	0	0	1108	1520	0	0	253	924
661		6:00:30 p. m.	11		0	741	121	354	57	953	0	0	1116	1500	78	131	1879	1750
662		6:30:30 p. m.	11.5		0	1414	0	0	270	198	0	0	12	252	162	0	43	247
663		7:00:30 p. m.	12		0	1886	466	798	840	712	0	0	225	1642	0	23	935	1261
664		7:30:30 p. m.	12.5		0	767	18	367	412	1354	0	0	1528	922	219	195	1783	3006
665		8:00:30 p. m.	13		0	539	444	850	151	601	0	0	205	186	7	7	1355	629
666		8:30:30 p. m.	13.5		0	1305	445	450	185	1780	0	0	1962	523	47	9	2478	265
667		9:00:30 p. m.	14		0	854	255	1415	797	1447	0	0	421	1630	0	13	1400	42
668		9:30:30 p. m.	14.5		0	1539	381	1248	580	1144	0	0	626	700	232	214	2932	1049
669		10:00:30 p. m.	15		0	2222	74	1206	396	1614	0	0	719	735	503	575	712	2065
670		10:30:30 p. m.	15.5		0	1488	422	1345	2059	2095	0	0	1759	2142	244	8	1139	2377
671		11:00:30 p. m.	16		0	806	45	1036	916	2024	0	0	1117	2083	409	257	3051	1509
672		11:30:30 p. m.	16.5		0	579	829	1300	941	872	0	0	1343	723	140	22	776	935
673	04-feb-23	12:00:30 a. m.	17		0	606	1215	1091	562	1966	0	0	1366	1828	43	21	1154	3161
674		12:30:30 a. m.	17.5		0	1099	598	884	298	2256	0	0	1894	1196	132	745	870	4418
675		1:00:30 a. m.	18		0	1659	66	1004	874	628	0	0	1683	1313	398	867	480	2337
676		1:30:30 a. m.	18.5		0	431	28	480	344	910	0	0	1246	1119	8	34	712	963
677		2:00:30 a. m.	19		0	1820	433	1844	2409	1534	0	0	346	88	761	117	571	1751
678		2:30:30 a. m.	19.5		0	699	1032	1173	1604	2399	0	0	2217	1477	59	6	2179	1751
679		3:00:30 a. m.	20		0	2363	18	1847	230	3912	0	0	560	2258	74	58	433	3068
680		3:30:30 a. m.	20.5		0	1072	0	1623	99	1198	0	0	1519	1252	314	650	1168	1603
681		4:00:30 a. m.	21		0	1024	224	723	231	368	0	0	1796	3281	361	576	1662	1399
682		4:30:30 a. m.	21.5		0	1847	477	1739	1611	781	0	0	2413	477	0	0	824	1038
683		5:00:30 a. m.	22		0	309	559	1558	283	2057	0	0	1333	667	256	493	1949	3891
684		5:30:30 a. m.	22.5		0	1291	0	556	342	3442	0	0	2674	2158	321	69	3208	1150
685		6:00:30 a. m.	23		0	1529	9	1341	419	743	0	0	2651	1287	8	512	1663	1740
686		6:30:30 a. m.	23.5		0	535	0	74	79	2960	0	0	2516	2415	0	71	626	1886
687		7:00:30 a. m.	0		0	788	325	1259	225	397	0	0	800	388	58	237	1637	1448
688		7:30:30 a. m.	0.5		0	1678	303	308	963	750	0	0	1970	2511	101	559	2317	2733
689		8:00:30 a. m.	1		0	1616	429	891	1442	3116	0	0	3882	1081	0	22	1473	2166
690		8:30:30 a. m.	1.5		0	420	102	122	1714	833	0	0	2476	2510	252	838	2457	2897
691		9:00:30 a. m.	2		0	150	109	160	534	1168	0	0	1997	2083	93	424	1299	3300
692		9:30:30 a. m.	2.5		0	9	0	28	263	658	0	0	1855	3228	12	23	2832	2436
693		10:00:30 a. m.	3		0	764	119	150	459	798	0	0	2213	3115	60	137	2891	2161
694		10:30:30 a. m.	3.5		0	9	286	66	533	873	0	0	2012	3095	143	374	2602	830
695		11:00:30 a. m.	4		0	10	0	0	411	514	0	0	99	165	7	8	181	0
696		11:30:30 a. m.	4.5		0	38	0	0	11	0	0	0	169	264	0	0	64	41
697		12:00:30 p. m.	5		0	0	0	0	121	0	0	0	52	190	0	0	10	98
698		12:30:30 p. m.	5.5		0	177	10	244	0	0	0	0	382	380	0	0	51	43
699		1:00:30 p. m.	6		0	19	0	198	0	10	0	0	22	126	0	8	30	271
700		1:30:30 p. m.	6.5		0	0	395	0	52	0	0	0	23	1501	0	494	268	44
701		2:00:30 p. m.	7		0	56	46	0	0	51	0	0	41	210	0	287	0	43
702		2:30:30 p. m.	7.5		0	103	0	0	0	525	0	0	558	251	0	8	488	10
703		3:00:30 p. m.	8		0	515	0	0	12	10	0	0	1648	120	832	8	0	471
704		3:30:30 p. m.	8.5		0	0	0	0	0	0	0	0	146	209	239	0	10	0
705		4:00:30 p. m.	9		0	37	0	49	0	10	0	0	73	348	0	0	45	0
706		4:30:30 p. m.	9.5		0	10	0	10	0	0	0	0	135	539	7	0	267	0
707		5:00:30 p. m.	10		0	27	0	0	0	0	0	0	107	70	0	162	368	12
708		5:30:30 p. m.	10.5		0	114	233	0	0	11	0	0	44	442	0	0	9	0
709		6:00:30 p. m.	11		0	18	0	0	0	121	0	0	178	249	0	0	81	115
710		6:30:30 p. m.	11.5		0	20	0	54	10	387	0	0	110	311	0	85	38	180
711		7:00:30 p. m.	12		0	19	129	141	48	429	0	0	939	1558	153	230	498	98
712		7:30:30 p. m.	12.5		0	39	225	0	17	441	0	0	79	1305	33	58	1664	861
713		8:00:30 p. m.	13		0	985	253	234	158	699	0	0	610	99	0	127	366	130
714		8:30:30 p. m.	13.5		0	743	221	157	125	643	0	0	841	371	407	118	1657	12
715		9:00:30 p. m.	14		0	1307	0	497	155	2359	0	0	1245	723	39	399	526	10
716		9:30:30 p. m.	14.5		0	697	619	479	932	1937	0	0	280	1470	719	404	1359	498
717		10:00:30 p. m.	15		0	48	122	327	1237	1082	0	0	794	705	230	407	205	118
718		10:30:30 p. m.	15.5		0	717	573	248	216	2100	0	0	681	874	934	413	1787	164
719		11:00:30 p. m.	16		0	1288	464	1181	1628	2053	0	0	3801	2785	511	84	1704	63
720		11:30:30 p. m.	16.5		0	19	0	918	657	2523	0	0	1783	1526	157	186	1289	1269
721	05-feb-23	12:00:30 a. m.	17		0	0	37	843	1475	1403	0	0	1918	3231	82	68	2309	436
722		12:30:30 a. m.	17.5		0	19	9	1359	200	936	0	0	2510	3912	1062	683	2498	284
723		1:00:30 a. m.	18		0	19	55	807	2369	1369	0	0	189	790	129	815	460	37
724		1:30:30 a. m.	18.5		0	822	1213	1317	3076	1530	0	0	1350	432	181	29	321	650
725		2:00:30 a. m.	19		0	307	824	197	162	2917	0	0	233	1029	327	210	385	10
726		2:30:30 a. m.	19.5		0	195	0	1035	746	1559	0	0	1770	1360	1048	149	1440	497
727		3:00:30 a. m.	20		0	418	0	765	135	1924	0	0	1913	760	409	562	1814	930
728		3:30:30 a. m.	20.5		0	151	185	1219	109	2758	0	0	354	874	14	921	270	38
729		4:00:30 a. m.	21		0	65	247	87	2683	3081	0	0	1744	1386	156	24	2110	451
730		4:30:30 a. m.	21.5		0	1139	305	775	402	1493	0	0	2087	969	39	16	1238	0
731		5:00:30 a. m.	22		0	896	168	56	181	1114	0	0	1807	1498	431	84	1668	1523
732		5:30:30 a. m.	22.5		0	97	258	636	841	914	0	0	3381	1975	154	351	2813	0
733		6:00:30 a. m.	23		0	1075	213	243	23	1364	0	0	1732	2959	43	9	1634	334
734		6:30:30 a. m.	23.5		0	195	0	10	169	1641	0	0	217	666	0	464	1438	14
735		7:00:30 a. m.	0		0	93	0	28	1019	882	0	0	509	929	7	0	773	385
736		7:30:30 a. m.	0.5		0	93	211	9	11	329	0	0	331	249	0	246	780	20
737		8:00:30 a. m.	1		0	83	0	37	23	385	0	0	134	416	45	0	40	185
738		8:30:30 a. m.	1.5		0	19	193	0	12	618	0	0	205	107	0	0	3064	23
739		9:00:30 a. m.	2		0	579	0	9	511	1470	0	0	791	429	926	0	2306	487
740		9:30:30 a. m.	2.5		0	624	0	723	128	872	0	0	3405	549	273	40	1310	21
741		10:00:30 a. m.	3		0	29	19	0	237	645	0	0	604	2475	7	0	10	118
742		10:30:30 a. m.	3.5		0	0	157	0	130	740	0	0	102	1674	6	6	0	609
743		11:00:30 a. m.	4		0	9	9	56	0	870	0	0	195	432	0	741	196	9
744		11:30:30 a. m.	4.5		0	210	45	141	0	2340	0	0	483	272	186	6	126	12
745		12:00:30 p. m.	5		0	10	0	0	0	1190	0	0	2460	190	1111	0	10	39
746		12:30:30 p. m.	5.5		0	859	0	0	9	518	0	0	200	609	56	0	1746	100
747		1:00:30 p. m.	6		0	0	0	0	12	565	0	0	341	174	0	0	830	25
748		1:30:30 p. m.	6.5		0	10	0	0	236	456	0	0	147	99	0	170	102	20
749		2:00:30 p. m.	7		0	38	0	0	284	583	0	0	216	1723	0	17	14	34
750		2:30:30 p. m.	7.5		0	10	0	329	0	475	0	0	121	1946	0	0	150	31
751		3:00:30 p. m.	8		0	92	0	9	253	510	0	0	143	443	0	8	59	0
752		3:30:30 p. m.	8.5		0	9	0	0	0	858	0	0	1353	344	484	0	23	22
753		4:00:30 p. m.	9		0	9	0	0	44	1738	0	0	243	417	0	0	137	310
754		4:30:30 p. m.	9.5		0	0	121	10	0	378	0	0	117	470	0	88	273	0
755		5:00:30 p. m.	10		0	10	0	0	0	521	0	0	121	290	0	0	20	0
756		5:30:30 p. m.	10.5		0	28	0	0	0	439	0	0	352	338	0	0	36	21
757		6:00:30 p. m.	11		0	308	10	0	12	359	0	0	327	1587	243	257	21	10
758		6:30:30 p. m.	11.5		0	1009	0	198	183	389	0	0	210	228	0	199	48	103
759		7:00:30 p. m.	12		0	48	360	10	39	519	0	0	410	690	54	96	2136	0
760		7:30:30 p. m.	12.5		0	19	378	168	1207	1201	0	0	597	1626	18	7	106	0
761		8:00:30 p. m.	13		0	19	36	451	142	1263	0	0	1935	1087	177	336	1964	1823
762		8:30:30 p. m.	13.5		0	58	287	460	34	2484	0	0	275	1292	492	159	3503	560
763		9:00:30 p. m.	14		0	492	844	961	165	660	0	0	169	1816	55	0	1507	0
764		9:30:30 p. m.	14.5		0	1213	131	399	381	1769	0	0	516	962	14	745	533	1022
765		10:00:30 p. m.	15		0	2789	9	689	637	2304	0	0	456	1568	495	468	2228	370
766		10:30:30 p. m.	15.5		0	1923	223	906	1544	1089	0	0	1676	1213	468	1214	3037	481
767		11:00:30 p. m.	16		0	18	114	555	476	2630	0	0	3869	2148	856	165	4026	866
768		11:30:30 p. m.	16.5		0	0	573	606	862	499	0	0	1353	2195	51	233	2313	36
769	06-feb-23	12:00:30 a. m.	17		0	9	517	433	775	1162	0	0	1143	1167	200	196	2358	354
770		12:30:30 a. m.	17.5		0	576	944	309	362	1495	0	0	729	1792	269	190	3118	30
771		1:00:30 a. m.	18		0	313	19	0	1526	1828	0	0	3468	1841	310	967	4399	350
772		1:30:30 a. m.	18.5		0	356	295	760	2505	2664	0	0	1941	553	432	818	531	1332
773		2:00:30 a. m.	19		0	219	811	195	585	1694	0	0	74	26	110	54	402	1590
774		2:30:30 a. m.	19.5		0	645	0	1302	255	758	0	0	837	3116	190	85	337	26
775		3:00:30 a. m.	20		0	663	0	167	674	2292	0	0	240	1790	300	276	933	243
776		3:30:30 a. m.	20.5		0	37	28	929	2285	3079	0	0	1176	2722	715	163	3316	649
777		4:00:30 a. m.	21		0	140	166	0	1057	1237	0	0	3572	1162	6	821	2810	540
778		4:30:30 a. m.	21.5		0	454	0	940	0	584	0	0	474	18	448	877	1194	573
779		5:00:30 a. m.	22		0	2664	431	949	1238	1213	0	0	1523	195	241	187	2741	56
780		5:30:30 a. m.	22.5		0	944	296	354	1203	3193	0	0	3720	556	205	64	2674	871
781		6:00:30 a. m.	23		0	400	9	375	11	1844	0	0	594	602	627	589	2061	1359
782		6:30:30 a. m.	23.5		0	606	92	0	1456	486	0	0	440	906	0	8	459	53
783		7:00:30 a. m.	0		0	18	0	0	229	776	0	0	447	311	0	382	1733	33
784		7:30:30 a. m.	0.5		0	27	0	0	0	660	0	0	140	0	7	0	236	21
785		8:00:30 a. m.	1		0	28	425	122	100	994	0	0	238	0	182	102	433	317
786		8:30:30 a. m.	1.5		0	1117	0	0	96	583	0	0	471	170	7	0	1643	154
787		9:00:30 a. m.	2		0	254	0	0	358	431	0	0	634	0	7	8	4057	121
788		9:30:30 a. m.	2.5		0	9	131	0	12	3942	0	0	2973	1659	1046	6	4839	35
789		10:00:30 a. m.	3		0	188	0	505	34	1195	0	0	3199	1458	203	504	1936	241
790		10:30:30 a. m.	3.5		0	0	0	0	22	633	0	0	227	44	6	289	1171	1034
791		11:00:30 a. m.	4		0	0	0	0	62	569	0	0	249	153	1599	0	442	33
792		11:30:30 a. m.	4.5		0	9	0	0	34	839	0	0	599	0	0	8	707	54
793		12:00:30 p. m.	5		0	10	0	76	0	545	0	0	138	244	0	0	155	771
794		12:30:30 p. m.	5.5		0	9	280	159	265	561	0	0	125	325	14	0	216	22
795		1:00:30 p. m.	6		0	0	0	0	24	312	0	0	57	47	608	0	137	35
796		1:30:30 p. m.	6.5		0	19	0	0	12	100	0	0	599	0	0	1333	444	54
797		2:00:30 p. m.	7		0	281	0	0	12	463	0	0	395	8	0	257	342	437
798		2:30:30 p. m.	7.5		0	9	0	0	12	547	0	0	128	18	77	0	463	72
799		3:00:30 p. m.	8		0	113	0	0	170	387	0	0	2611	188	0	0	2342	15
800		3:30:30 p. m.	8.5		0	10	0	0	0	523	0	0	345	15	1597	79	2770	47
801		4:00:30 p. m.	9		0	0	0	276	23	239	0	0	214	0	37	0	378	255
802		4:30:30 p. m.	9.5		0	0	0	0	527	750	0	0	120	0	273	0	185	0
803		5:00:30 p. m.	10		0	0	0	0	11	260	0	0	66	333	0	0	194	218
804		5:30:30 p. m.	10.5		0	0	0	9	11	1096	0	0	641	0	0	0	637	1159
805		6:00:30 p. m.	11		0	133	0	0	0	180	0	0	136	75	0	142	421	0
806		6:30:30 p. m.	11.5		0	0	19	0	11	1505	0	0	95	0	0	77	1737	11
807		7:00:30 p. m.	12		0	9	0	0	608	490	0	0	245	851	36	0	1479	275
808		7:30:30 p. m.	12.5		0	19	174	0	349	216	0	0	222	828	7	179	2894	32
809		8:00:30 p. m.	13		0	46	213	128	39	587	0	0	419	1424	13	9	977	1171
810		8:30:30 p. m.	13.5		0	2526	182	186	1195	711	0	0	2227	702	72	54	1540	122
811		9:00:30 p. m.	14		0	316	48	150	140	2070	0	0	256	1924	23	232	1216	791
812		9:30:30 p. m.	14.5		0	280	530	510	1846	1615	0	0	427	1818	0	129	1618	428
813		10:00:30 p. m.	15		0	955	346	875	1455	1586	0	0	638	901	699	530	1817	797
814		10:30:30 p. m.	15.5		0	274	18	912	2366	2588	0	0	2285	2583	892	345	3757	99
815		11:00:30 p. m.	16		0	1938	138	1192	925	1548	0	0	2309	2073	340	343	3747	350
816		11:30:30 p. m.	16.5		0	9	55	918	2134	1033	0	0	2713	2877	166	35	1585	2412
817	07-feb-23	12:00:30 a. m.	17		0	19	523	912	542	1847	0	0	1354	1572	394	130	1623	11
818		12:30:30 a. m.	17.5		0	252	849	1157	258	1892	0	0	388	514	610	689	3003	22
819		1:00:30 a. m.	18		0	350	85	889	1701	1270	0	0	693	1158	127	103	3775	331
820		1:30:30 a. m.	18.5		0	1631	0	1042	1945	1039	0	0	786	815	524	139	4804	2403
821		2:00:30 a. m.	19		0	9	119	905	85	2689	0	0	2189	389	234	100	2664	1689
822		2:30:30 a. m.	19.5		0	2217	0	2033	3439	617	0	0	2373	513	232	39	462	2215
823		3:00:30 a. m.	20		0	57	153	948	1121	2232	0	0	246	1115	276	518	492	3596
824		3:30:30 a. m.	20.5		0	348	0	1535	510	1753	0	0	923	1826	307	273	909	22
825		4:00:30 a. m.	21		0	1564	490	332	1124	2574	0	0	870	2801	368	169	1058	61
826		4:30:30 a. m.	21.5		0	216	121	1028	1335	1400	0	0	1983	316	156	14	2853	285
827		5:00:30 a. m.	22		0	1911	19	831	21	2490	0	0	2131	673	489	566	2403	412
828		5:30:30 a. m.	22.5		0	1540	443	371	585	1627	0	0	4169	2241	163	17	2366	283
829		6:00:30 a. m.	23		0	0	0	56	415	1780	0	0	569	600	356	636	1753	381
830		6:30:30 a. m.	23.5		0	114	0	479	20	411	0	0	2889	1778	19	7	1471	571
831		7:00:30 a. m.	0		0	0	0	46	516	536	0	0	1059	292	15	301	1396	582
832		7:30:30 a. m.	0.5		0	0	0	9	22	415	0	0	309	26	8	0	96	9
833		8:00:30 a. m.	1		0	0	56	0	0	757	0	0	136	8	64	0	389	452
834		8:30:30 a. m.	1.5		0	997	140	0	286	454	0	0	717	0	7	0	983	357
835		9:00:30 a. m.	2		0	812	18	456	739	1067	6	0	1456	963	504	363	1622	1096
836		9:30:30 a. m.	2.5		0	0	0	0	11	582	0	0	179	2782	0	230	2579	300
837		10:00:30 a. m.	3		0	0	0	0	381	2208	0	0	2515	768	813	8	3748	11
838		10:30:30 a. m.	3.5		0	0	201	264	397	578	0	0	179	9	7	15	1087	649
839		11:00:30 a. m.	4		0	0	0	0	45	539	0	0	394	9	0	179	115	13
840		11:30:30 a. m.	4.5		0	278	121	0	103	682	0	0	69	1797	0	0	132	12
841		12:00:30 p. m.	5		0	0	0	0	0	448	0	0	114	178	0	0	378	186
842		12:30:30 p. m.	5.5		0	0	0	0	21	1900	0	0	405	0	266	464	192	12
843		1:00:30 p. m.	6		0	0	0	179	22	223	0	0	131	9	7	0	424	14
844		1:30:30 p. m.	6.5		0	114	0	0	33	413	0	0	178	164	0	0	2613	487
845		2:00:30 p. m.	7		0	0	0	0	205	649	0	0	1622	298	0	0	71	46
846		2:30:30 p. m.	7.5		0	0	0	0	24	595	0	0	1851	755	0	12	150	12
847		3:00:30 p. m.	8		0	0	0	94	46	1156	0	0	160	0	0	0	1335	21
848		3:30:30 p. m.	8.5		0	260	0	0	0	337	0	0	77	43	0	0	390	280
849		4:00:30 p. m.	9		0	0	0	0	124	492	0	0	198	9	0	1268	41	21
850		4:30:30 p. m.	9.5		0	205	0	0	11	361	0	0	91	0	0	0	124	33
851		5:00:30 p. m.	10		0	0	0	217	20	201	0	0	88	585	0	0	208	122
852		5:30:30 p. m.	10.5		0	0	0	10	0	291	0	0	93	8	25	0	758	22
853		6:00:30 p. m.	11		0	1119	334	702	2424	1056	0	0	1449	1505	141	422	2059	1613
854		6:30:30 p. m.	11.5		0	0	0	110	194	432	0	0	2682	2783	65	1116	2913	2924
855		7:00:30 p. m.	12		0	0	175	18	1312	1815	0	0	161	279	0	0	273	962
856		7:30:30 p. m.	12.5		0	0	356	482	32	684	0	0	353	78	0	0	1289	19
857		8:00:30 p. m.	13		0	891	205	56	297	230	0	0	424	586	0	82	974	28
858		8:30:30 p. m.	13.5		0	272	131	322	723	552	0	0	223	1099	642	118	1544	853
859		9:00:30 p. m.	14		0	291	371	720	145	618	0	0	362	397	36	422	1289	1086
860		9:30:30 p. m.	14.5		0	1395	218	1261	363	1480	0	0	674	1004	557	992	3280	995
861		10:00:30 p. m.	15		0	247	505	1202	2007	1801	0	0	747	595	835	421	2082	67
862		10:30:30 p. m.	15.5		0	546	9	922	2993	1663	0	0	3340	1465	1087	744	3379	1922
863		11:00:30 p. m.	16		0	700	113	705	560	1303	0	0	1173	3039	504	231	2491	721
864		11:30:30 p. m.	16.5		0	183	0	1224	2072	526	0	0	1848	1317	634	199	1470	335
865	08-feb-23	12:00:30 a. m.	17	Canulamos	0	565	289	546	812	1040	0	0	2233	1065	299	283	2273	52
866		12:30:30 a. m.	17.5		0	140	718	770	656	2044	0	0	659	898	534	168	1046	986
867		1:00:30 a. m.	18		0	157	240	932	542	926	0	0	1578	1358	205	865	1707	1764
868		1:30:30 a. m.	18.5		0	180	0	871	2357	656	0	0	3806	340	419	813	3426	155
869		2:00:30 a. m.	19		0	339	149	1217	415	1350	0	0	318	2783	915	0	4091	265
870		2:30:30 a. m.	19.5		0	827	103	743	566	3372	0	0	474	1394	565	133	1220	477
871		3:00:30 a. m.	20		0	301	949	1785	366	964	0	0	1234	301	625	185	283	1488
872		3:30:30 a. m.	20.5		0	242	459	1436	2275	1397	0	0	1460	946	105	1878	389	142
873		4:00:30 a. m.	21		0	140	0	440	537	3086	0	0	3113	1598	859	556	499	685
874		4:30:30 a. m.	21.5		0	625	0	2131	469	1229	0	0	1117	2206	50	41	1843	1204
875		5:00:30 a. m.	22		0	872	345	1520	925	1560	0	0	1377	1584	231	279	1999	109
876		5:30:30 a. m.	22.5		0	37	457	1062	1723	2310	0	0	2662	2088	400	280	2254	767
877		6:00:30 a. m.	23		0	1096	0	478	220	686	0	0	1620	1335	0	490	2032	134
878		6:30:30 a. m.	23.5		0	261	533	1535	345	1471	0	0	2151	1470	19	162	1083	304
879		7:00:30 a. m.	0		0	40	0	94	989	1334	0	0	573	1299	275	23	945	234
880		7:30:30 a. m.	0.5		0	9	0	36	93	466	0	0	73	52	0	0	45	718
881		8:00:30 a. m.	1		0	301	0	530	187	408	0	0	1466	907	71	419	1124	1257
882		8:30:30 a. m.	1.5		0	19	0	142	48	500	0	0	86	570	112	0	2037	1054
883		9:00:30 a. m.	2		0	557	0	10	579	271	0	0	55	0	7	398	2533	1236
884		9:30:30 a. m.	2.5		0	38	28	0	78	400	0	0	274	1123	71	0	580	52
885		10:00:30 a. m.	3		0	93	0	67	688	2684	0	0	136	1441	6	8	224	47
886		10:30:30 a. m.	3.5		0	10	0	0	99	1710	0	0	466	43	0	347	91	10
887		11:00:30 a. m.	4		0	0	0	0	671	224	0	0	4298	637	6	77	885	22
888		11:30:30 a. m.	4.5		0	790	0	18	32	300	0	0	1358	204	713	8	3359	41
889		12:00:30 p. m.	5		0	9	0	585	129	147	0	0	168	1660	18	0	167	60
890		12:30:30 p. m.	5.5		0	10	0	121	141	389	0	0	131	183	7	0	0	35
