Muestreo,Fecha,Hora,Fecha-Hora,ZT,Notas,Promedio,APS1,APS2,APS3,APS4,RPS1,RPS2,RPS3,RPS4,ENV1,ENV2,ENV3,APS AVER,RPS AVER,ALL AVER,ENV AVER
177,,,23/02/2023 23:01,16,,,38.125,38.125,38.25,38.5,38.25,38.25,38.125,38.125,24,24.125,0,38.203125,38.21875,38.21875,24.0625
178,,,23/02/2023 23:31,16.5,,,38.25,37.75,38,38.375,38.125,38.25,38.125,38.75,23.875,23.875,0,38.203125,38.203125,38.203125,23.875
179,,,24/02/2023 00:01,17,,,38.5,37.875,38,37.625,38.25,38.625,38.125,38.625,23.75,23.875,0,38.125,38.203125,38.203125,23.8125
180,,,24/02/2023 00:31,17.5,,,38.625,38,38,38.375,38.125,37.75,38.375,37.75,23.625,23.625,0,38.140625,38.125,38.125,23.625
181,,,24/02/2023 01:01,18,,,38.375,37.875,38.125,38.375,38.125,38.125,38.5,37.625,23.375,23.375,0,38.15625,38.140625,38.140625,23.375
182,,,24/02/2023 01:31,18.5,,,38.375,37.875,38.375,37.875,38.125,38.75,38.25,37.625,23.125,23.125,0,38.140625,38.15625,38.15625,23.125
183,,,24/02/2023 02:01,19,,,37.875,38.375,38.25,37.625,38.375,38.5,38,38.125,23,23,0,38.34375,38.140625,38.140625,23
184,,,24/02/2023 02:31,19.5,,,38,38.875,38.25,37.625,38,39,38.25,38.75,22.75,22.75,0,38.328125,38.34375,38.34375,22.75
185,,,24/02/2023 03:01,20,,,38.375,38.25,38,37.75,38.25,39,38.375,38.625,22.5,22.625,0,38.296875,38.328125,38.328125,22.5625
186,,,24/02/2023 03:31,20.5,,,39.25,37.875,38.25,38.125,38.25,38.25,38.375,38,22.375,22.25,0,38.140625,38.296875,38.296875,22.3125
187,,,24/02/2023 04:01,21,,,38,37.625,38.625,38,38,38.5,38.625,37.75,22.125,22.125,0,38.015625,38.140625,38.140625,22.125
188,,,24/02/2023 04:31,21.5,,,37.75,37.875,38.375,37.625,38.125,38.5,38.375,37.5,21.875,21.875,0,37.953125,38.015625,38.015625,21.875
189,,,24/02/2023 05:01,22,,,37.625,37.875,37.75,37.5,38.125,38.375,38.5,37.875,21.75,21.625,0,38.078125,37.953125,37.953125,21.6875
190,,,24/02/2023 05:31,22.5,,,37.625,38.375,37.375,37.75,38,38.5,38.875,38.125,21.5,21.5,0,37.90625,38.078125,38.078125,21.5
191,,,24/02/2023 06:01,23,,,38,38,37.875,37.875,38,37.875,38,37.625,21.375,21.25,0,37.8125,37.90625,37.90625,21.3125
192,,,24/02/2023 06:31,23.5,,,38.125,37.375,38,37.625,37.125,38.625,38.375,37.25,21.125,21,0,37.515625,37.8125,37.8125,21.0625
193,,,24/02/2023 07:01,0,,,37.625,37,37.5,37.625,37.375,37.75,38.125,37.125,20.875,20.875,0,37.515625,37.515625,37.515625,20.875
194,,,24/02/2023 07:31,0.5,,,37.375,37.75,37.375,37.375,37.25,37.875,37.75,37.375,20.875,20.875,0,37.28125,37.515625,37.515625,20.875
195,,,24/02/2023 08:01,1,,,37,37.5,37.25,37.25,37.125,37.875,37.625,36.625,20.875,20.875,0,37.34375,37.28125,37.28125,20.875
196,,,24/02/2023 08:31,1.5,,,37.125,37.125,37.375,37.125,37.25,37.625,37.75,37.375,20.875,21,0,37.3125,37.34375,37.34375,20.9375
197,,,24/02/2023 09:01,2,,,37.125,37.125,37.375,37.125,37.125,37.75,37.625,37.25,21,21.125,0,37.484375,37.3125,37.3125,21.0625
198,,,24/02/2023 09:31,2.5,,,37.125,37.375,37.125,37.5,37.5,38,37.875,37.375,21.25,21.375,0,37.75,37.484375,37.484375,21.3125
199,,,24/02/2023 10:01,3,,,37.125,37.375,37.5,38.5,36.625,38.125,38.5,38.25,21.625,21.75,0,37.640625,37.75,37.75,21.6875
200,,,24/02/2023 10:31,3.5,,,37.25,37.375,37.375,37.75,37.75,37.5,38.25,37.875,21.875,22.125,0,37.546875,37.640625,37.640625,22
201,,,24/02/2023 11:01,4,,,37.375,38.125,37.375,37,37.25,38.375,37.5,37.375,22.25,22.5,0,37.421875,37.546875,37.546875,22.375
202,,,24/02/2023 11:31,4.5,,,37.25,37.625,36.75,37.25,37.25,38.25,37.5,37.5,22.5,22.75,0,37.453125,37.421875,37.421875,22.625
203,,,24/02/2023 12:01,5,,,37,37.625,37.375,37.25,37.375,38,37.625,37.375,22.875,23.125,0,37.359375,37.453125,37.453125,23
204,,,24/02/2023 12:31,5.5,,,36.875,37.5,37,37.125,37.375,38,37.5,37.5,23.125,23.375,0,37.484375,37.359375,37.359375,23.25
205,,,24/02/2023 13:01,6,,,37.5,37.5,36.875,37.5,37.375,38,37.75,37.375,23.375,23.625,0,37.546875,37.484375,37.484375,23.5
206,,,24/02/2023 13:31,6.5,,,37.5,37.5,37,37.375,37.375,38.125,37.625,37.875,23.75,23.875,0,37.515625,37.546875,37.546875,23.8125
207,,,24/02/2023 14:01,7,,,37.25,37.375,37.875,37.25,37.375,37.625,37.75,37.625,24,24.125,0,37.46875,37.515625,37.515625,24.0625
208,,,24/02/2023 14:31,7.5,,,37.625,37.25,37.5,37.25,37.5,37.625,37.5,37.5,24.125,24.375,0,37.3125,37.46875,37.46875,24.25
209,,,24/02/2023 15:01,8,,,37.25,37,37.25,37.625,37,37.75,37.125,37.5,24.375,24.5,0,37.515625,37.3125,37.3125,24.4375
210,,,24/02/2023 15:31,8.5,,,37.25,37.25,37.5,37.5,37.375,37.75,37.875,37.625,24.5,24.75,0,37.28125,37.515625,37.515625,24.625
211,,,24/02/2023 16:01,9,,,37.375,37,37.125,37.375,36.875,37.75,37.5,37.25,24.75,25,0,37.21875,37.28125,37.28125,24.875
212,,,24/02/2023 16:31,9.5,,,37.375,36.875,37.25,36.875,37.125,37.375,37.75,37.125,24.875,25.125,0,37.546875,37.21875,37.21875,25
213,,,24/02/2023 17:01,10,,,37.625,37.875,37.125,37.5,37.25,37.875,37.5,37.625,25.125,25.375,0,37.359375,37.546875,37.546875,25.25
214,,,24/02/2023 17:31,10.5,,,37.125,38.125,37.125,37,37.125,37.75,37.375,37.25,25.125,25.5,0,37.5,37.359375,37.359375,25.3125
215,,,24/02/2023 18:01,11,,,37,37.875,37.5,37.375,37,37.875,37.75,37.625,25.25,25.625,0,37.6875,37.5,37.5,25.4375
216,,,24/02/2023 18:31,11.5,,,37.5,37.875,37.625,37.625,37,38.375,37.875,37.625,25.375,25.625,0,37.71875,37.6875,37.6875,25.5
217,,,24/02/2023 19:01,12,,,37.875,37.625,37.625,37.125,37.625,38.25,37.875,37.75,25.375,25.625,0,37.796875,37.71875,37.71875,25.5
218,,,24/02/2023 19:31,12.5,,,38,37.5,37.75,37.875,37.5,37.625,38.5,37.625,25.125,25.25,0,37.828125,37.796875,37.796875,25.1875
219,,,24/02/2023 20:01,13,,,37.875,38,37.75,37.5,37.5,37.75,38.25,38,25,25.25,0,38.046875,37.828125,37.828125,25.125
220,,,24/02/2023 20:31,13.5,,,38.375,37.75,38.125,37.75,37.75,38.5,37.875,38.25,24.875,25,0,38.078125,38.046875,38.046875,24.9375
221,,,24/02/2023 21:01,14,,,38.125,37.875,38.125,37.75,37.875,38.25,38.375,38.25,24.75,24.875,0,37.984375,38.078125,38.078125,24.8125
222,,,24/02/2023 21:31,14.5,,,38.5,37.75,37.625,37.875,38.25,37.875,38.125,37.875,24.5,24.625,0,38.09375,37.984375,37.984375,24.5625
223,,,24/02/2023 22:01,15,,,38,38,38.25,37.75,38.375,38.625,38.125,37.625,24.5,24.5,0,38.21875,38.09375,38.09375,24.5
224,,,24/02/2023 22:31,15.5,,,37.875,37.625,38.25,38.375,38.75,38.625,38.25,38,24.375,24.375,0,38.328125,38.21875,38.21875,24.375
225,,,24/02/2023 23:01,16,,,38,38,38.375,38.875,38.125,38.875,38,38.375,24.25,24.375,0,38.34375,38.328125,38.328125,24.3125
226,,,24/02/2023 23:31,16.5,,,38.5,37.875,38,38.25,38.25,39.125,38.75,38,24.125,24.125,0,38.359375,38.34375,38.34375,24.125
227,,,25/02/2023 00:01,17,,,38.125,38.25,38.25,38.5,38,38.875,38.25,38.625,24,24,0,38.21875,38.359375,38.359375,24
228,,,25/02/2023 00:31,17.5,,,38,38.625,38.125,38.25,38.25,38.25,38,38.25,23.875,23.75,0,38.296875,38.21875,38.21875,23.8125
229,,,25/02/2023 01:01,18,,,38.875,38.5,37.875,38.5,38.125,38.5,38.125,37.875,23.625,23.5,0,38.203125,38.296875,38.296875,23.5625
230,,,25/02/2023 01:31,18.5,,,38.375,38.25,38.5,37.75,38.125,38.125,38.75,37.75,23.25,23.25,0,38.1875,38.203125,38.203125,23.25
231,,,25/02/2023 02:01,19,,,38.125,38,38.375,38,38.125,38.5,38.625,37.75,23.125,23.125,0,38.25,38.1875,38.1875,23.125
232,,,25/02/2023 02:31,19.5,,,37.75,38.125,38.625,38.25,37.875,38.25,38.375,38.75,23,22.75,0,38.375,38.25,38.25,22.875
233,,,25/02/2023 03:01,20,,,38,39,38.75,37.75,37.875,38.5,38.5,38.625,22.75,22.625,0,38.421875,38.375,38.375,22.6875
234,,,25/02/2023 03:31,20.5,,,38.75,38.625,38.5,38.5,38.25,37.875,38.5,38.375,22.5,22.5,0,38.1875,38.421875,38.421875,22.5
235,,,25/02/2023 04:01,21,,,38.875,38,38.25,37.875,38.125,38.5,38.125,37.75,22.25,22.25,0,38.09375,38.1875,38.1875,22.25
236,,,25/02/2023 04:31,21.5,,,37.75,38.125,38.25,38,38.25,38.625,38,37.75,22,21.875,0,38.421875,38.09375,38.09375,21.9375
237,,,25/02/2023 05:01,22,,,38.125,38.25,38.875,38.875,38,38.75,38.625,37.875,21.875,21.75,0,38.21875,38.421875,38.421875,21.8125
238,,,25/02/2023 05:31,22.5,,,38,37.875,38.375,38.125,38.25,38.25,38.5,38.375,21.625,21.5,0,38,38.21875,38.21875,21.5625
239,,,25/02/2023 06:01,23,,,37.625,37.75,37.875,38,37.75,38.375,38.875,37.75,21.5,21.375,0,37.90625,38,38,21.4375
240,,,25/02/2023 06:31,23.5,,,37.375,37.875,37.875,37.625,37.625,38.5,38.25,38.125,21.25,21.125,0,37.828125,37.90625,37.90625,21.1875
241,,,25/02/2023 07:01,0,,,37.875,37.75,37.5,37.875,37.75,38.25,37.875,37.75,21,20.875,0,37.703125,37.828125,37.828125,20.9375
242,,,25/02/2023 07:31,0.5,,,37.25,38,37.625,37.625,37.5,37.875,38.125,37.625,20.875,20.875,0,37.609375,37.703125,37.703125,20.875
243,,,25/02/2023 08:01,1,,,37.25,37.625,37.5,37.625,37.5,37.875,38.125,37.375,20.875,20.875,0,37.5,37.609375,37.609375,20.875
244,,,25/02/2023 08:31,1.5,,,37.625,37.375,37.625,37.5,37.25,37.375,38.125,37.125,20.875,21,0,37.46875,37.5,37.5,20.9375
245,,,25/02/2023 09:01,2,,,37.375,37.375,37.5,37.25,37.25,37.625,38.125,37.25,21,21.125,0,37.421875,37.46875,37.46875,21.0625
246,,,25/02/2023 09:31,2.5,,,37.5,37.375,37.375,37.375,37.5,37,37.875,37.375,21.25,21.375,0,37.453125,37.421875,37.421875,21.3125
247,,,25/02/2023 10:01,3,,,37.25,37,37.375,37.625,37.5,37.625,37.875,37.375,21.5,21.625,0,37.5,37.453125,37.453125,21.5625
248,,,25/02/2023 10:31,3.5,,,37.375,36.5,37.125,37.75,37.25,37.75,37.75,38.5,21.75,21.875,0,37.453125,37.5,37.5,21.8125
249,,,25/02/2023 11:01,4,,,37.375,36.875,37.25,37.875,37.25,37.375,37.75,37.875,22,22.125,0,37.359375,37.453125,37.453125,22.0625
250,,,25/02/2023 11:31,4.5,,,37.25,37.125,37.375,37.75,37.375,37.125,37.625,37.25,22.25,22.375,0,37.3125,37.359375,37.359375,22.3125
251,,,25/02/2023 12:01,5,,,37,36.875,37.375,36.875,37,38.125,38,37.25,22.5,22.75,0,37.359375,37.3125,37.3125,22.625
252,,,25/02/2023 12:31,5.5,,,37.25,37.625,37.875,36.625,37.125,37.375,37.625,37.375,22.75,23,0,37.359375,37.359375,37.359375,22.875
253,,,25/02/2023 13:01,6,,,37.375,37.5,37.5,37.125,37.125,37.5,37.5,37.25,23,23.125,0,37.3125,37.359375,37.359375,23.0625
254,,,25/02/2023 13:31,6.5,,,37.375,37.25,37.375,36.875,37.25,37.375,37.5,37.5,23.25,23.375,0,37.296875,37.3125,37.3125,23.3125
255,,,25/02/2023 14:01,7,,,37.125,37.125,37.375,36.875,37.25,37.75,37.375,37.5,23.5,23.625,0,37.484375,37.296875,37.296875,23.5625
256,,,25/02/2023 14:31,7.5,,,37.25,37.375,37.5,37.5,37.375,37.875,37.625,37.375,23.625,23.875,0,37.296875,37.484375,37.484375,23.75
257,,,25/02/2023 15:01,8,,,37,37,37.25,36.75,37.5,37.5,37.625,37.75,23.875,24.125,0,37.359375,37.296875,37.296875,24
258,,,25/02/2023 15:31,8.5,,,37.25,37.25,37,37.375,37.25,37.375,37.875,37.5,24.125,24.375,0,37.375,37.359375,37.359375,24.25
259,,,25/02/2023 16:01,9,,,37.375,37.25,37,37.375,37.5,37.625,37.5,37.375,24.25,24.5,0,37.265625,37.375,37.375,24.375
260,,,25/02/2023 16:31,9.5,,,37.375,37.375,37.125,36.625,37,37.5,37.5,37.625,24.375,24.625,0,37.359375,37.265625,37.265625,24.5
261,,,25/02/2023 17:01,10,,,38.125,37,37.75,36.5,37.125,37.5,37.375,37.5,24.5,24.875,0,37.390625,37.359375,37.359375,24.6875
262,,,25/02/2023 17:31,10.5,,,37.75,37.25,37.625,36.875,37,37.875,37,37.75,24.625,25,0,37.546875,37.390625,37.390625,24.8125
263,,,25/02/2023 18:01,11,,,37.125,37.75,37.375,37.375,37.625,37.5,37.875,37.75,24.75,25,0,37.546875,37.546875,37.546875,24.875
264,,,25/02/2023 18:31,11.5,,,37.125,37.875,37.625,37.5,37.375,37.625,37.875,37.375,24.75,25,0,37.625,37.546875,37.546875,24.875
265,,,25/02/2023 19:01,12,,,37.125,37.625,37.75,37.625,37.5,38,37.75,37.625,24.75,25,0,37.84375,37.625,37.625,24.875
266,,,25/02/2023 19:31,12.5,,,38,37.375,37.875,37.5,37.875,38,38.25,37.875,24.625,24.625,0,37.671875,37.84375,37.84375,24.625
267,,,25/02/2023 20:01,13,,,38.125,37.25,37.75,37.25,37.625,37.75,38.125,37.5,24.5,24.5,0,38.078125,37.671875,37.671875,24.5
268,,,25/02/2023 20:31,13.5,,,39.125,38,38.25,37.5,38.125,38.125,38,37.5,24.25,24.375,0,37.9375,38.078125,38.078125,24.3125
269,,,25/02/2023 21:01,14,,,38.5,37.875,38.25,37.75,37.5,38,38.125,37.5,24.125,24.125,0,37.90625,37.9375,37.9375,24.125
270,,,25/02/2023 21:31,14.5,,,38.5,37.625,38.125,37.5,37.875,37.875,38,37.75,23.875,24,0,38.109375,37.90625,37.90625,23.9375
271,,,25/02/2023 22:01,15,,,38.375,37.625,38.625,37.875,38.25,38.375,38.125,37.625,23.75,23.875,0,38.25,38.109375,38.109375,23.8125
272,,,25/02/2023 22:31,15.5,,,38.375,37.625,38.25,38.875,37.75,38,38.75,38.375,23.625,23.625,0,38.359375,38.25,38.25,23.625
273,,,25/02/2023 23:01,16,,,38.375,38.125,38.25,38.625,38,38.875,38.375,38.25,23.5,23.5,0,38.328125,38.359375,38.359375,23.5
274,,,25/02/2023 23:31,16.5,,,38,38.375,38.5,38.125,38.125,38.5,38.25,38.75,23.375,23.375,0,38.171875,38.328125,38.328125,23.375
275,,,26/02/2023 00:01,17,,,37.875,37.875,38.125,37.75,38.375,38.375,38.625,38.375,23.25,23.125,0,38.1875,38.171875,38.171875,23.1875
276,,,26/02/2023 00:31,17.5,,,38.125,37.875,38.125,38.5,38.25,38.125,38.5,38,23,23,0,38.171875,38.1875,38.1875,23
277,,,26/02/2023 01:01,18,,,38.625,38.25,38.5,37.5,38.125,38.125,38.5,37.75,22.875,22.875,0,38.296875,38.171875,38.171875,22.875
278,,,26/02/2023 01:31,18.5,,,38.5,38.375,38.375,37.75,38,38.375,38.5,38.5,22.75,22.625,0,38.015625,38.296875,38.296875,22.6875
279,,,26/02/2023 02:01,19,,,38.25,38.375,38.375,37.25,38.125,38,37.75,38,22.625,22.625,0,38.09375,38.015625,38.015625,22.625
280,,,26/02/2023 02:31,19.5,,,38.25,38.25,38.25,37.5,37.75,38.625,38.25,37.875,22.375,22.25,0,38.34375,38.09375,38.09375,22.3125
281,,,26/02/2023 03:01,20,,,39.25,37.75,38.125,38.5,38.25,38.5,38.75,37.625,22.25,22.125,0,38.453125,38.34375,38.34375,22.1875
282,,,26/02/2023 03:31,20.5,,,38.375,38.875,38.25,38.125,38.375,38.75,38.125,38.75,22.125,22,0,38.359375,38.453125,38.453125,22.0625
283,,,26/02/2023 04:01,21,,,37.875,38.625,38.125,38.125,38.625,39,38.875,37.625,22,21.875,0,38.125,38.359375,38.359375,21.9375
284,,,26/02/2023 04:31,21.5,,,38,38.125,37.875,37.625,38.125,38.625,38.875,37.75,21.875,21.75,0,38.03125,38.125,38.125,21.8125
285,,,26/02/2023 05:01,22,,,38,37.625,38.125,38,38,38.375,38.5,37.625,21.75,21.5,0,38.15625,38.03125,38.03125,21.625
286,,,26/02/2023 05:31,22.5,,,38,37.75,37.75,38.125,38,38.625,38.875,38.125,21.5,21.375,0,38.125,38.15625,38.15625,21.4375
287,,,26/02/2023 06:01,23,,,37.75,38.25,37.625,38,37.875,38.625,38.625,38.25,21.375,21.25,0,37.84375,38.125,38.125,21.3125
288,,,26/02/2023 06:31,23.5,,,37.5,38,38,37.375,37.625,38.25,38.375,37.625,21.125,21,0,37.765625,37.84375,37.84375,21.0625
289,,,26/02/2023 07:01,0,,,37.375,37.875,37.875,37.125,38,38.25,38.125,37.5,21,20.75,0,37.671875,37.765625,37.765625,20.875
290,,,26/02/2023 07:31,0.5,,,37.25,37.875,37.625,37.25,37.25,37.875,38.125,38.125,21,21,0,37.515625,37.671875,37.671875,21
291,,,26/02/2023 08:01,1,,,37,37.5,37.5,37.5,37.375,37.75,37.75,37.75,20.875,21,0,37.390625,37.515625,37.515625,20.9375
292,,,26/02/2023 08:31,1.5,,,37,37.375,37.75,37.375,37.125,37.375,37.875,37.25,21,21.125,0,37.390625,37.390625,37.390625,21.0625
293,,,26/02/2023 09:01,2,,,37,37.75,37.625,37.125,36.875,37.75,37.875,37.125,21.25,21.25,0,37.421875,37.390625,37.390625,21.25
294,,,26/02/2023 09:31,2.5,,,37,37.375,37.5,37.5,37.25,37.75,37.875,37.125,21.375,21.5,0,37.375,37.421875,37.421875,21.4375
295,,,26/02/2023 10:01,3,,,37.125,37.125,37.125,37.125,37,37.625,38.5,37.375,21.625,21.875,0,37.484375,37.375,37.375,21.75
296,,,26/02/2023 10:31,3.5,,,37.375,37.625,37,37.25,37.125,37.875,37.75,37.875,22,22.125,0,37.53125,37.484375,37.484375,22.0625
297,,,26/02/2023 11:01,4,,,37.5,37.625,36.875,37.125,37.5,38,37.75,37.875,22.25,22.5,0,37.46875,37.53125,37.53125,22.375
298,,,26/02/2023 11:31,4.5,,,37.5,37.25,37.5,37.75,37.25,37.25,37.875,37.375,22.5,22.75,0,37.59375,37.46875,37.46875,22.625
299,,,26/02/2023 12:01,5,,,37.25,37,37.75,38.25,37.375,37.875,37.75,37.5,22.875,23.125,0,37.5,37.59375,37.59375,23
300,,,26/02/2023 12:31,5.5,,,37.5,37.125,37.5,37.875,37.25,37.75,37.75,37.25,23.25,23.375,0,37.265625,37.5,37.5,23.3125
301,,,26/02/2023 13:01,6,,,37.25,37.125,37.25,36.875,37.125,37.375,37.875,37.25,23.5,23.75,0,37.4375,37.265625,37.265625,23.625
302,,,26/02/2023 13:31,6.5,,,37.5,38,37.375,36.625,37.375,37.625,37.875,37.125,23.75,24,0,37.53125,37.4375,37.4375,23.875
303,,,26/02/2023 14:01,7,,,37.375,38.125,37.25,37.375,37.125,37.875,37.75,37.375,24,24.25,0,37.484375,37.53125,37.53125,24.125
304,,,26/02/2023 14:31,7.5,,,37.625,37.625,36.75,37.5,37,38.125,37.25,38,24.25,24.5,0,37.5,37.484375,37.484375,24.375
305,,,26/02/2023 15:01,8,,,37.375,37.625,37,37.375,37.5,37.75,37.5,37.875,24.375,24.75,0,37.4375,37.5,37.5,24.5625
306,,,26/02/2023 15:31,8.5,,,37.375,37.375,37.25,37.5,37.5,37.25,37.75,37.5,24.625,24.875,0,37.390625,37.4375,37.4375,24.75
307,,,26/02/2023 16:01,9,,,37.5,37.125,37.25,37.25,37.25,37.5,37.75,37.5,24.75,25,0,37.40625,37.390625,37.390625,24.875
308,,,26/02/2023 16:31,9.5,,,37.5,36.5,37.75,36.875,37.75,37.75,37.75,37.375,25,25.25,0,37.390625,37.40625,37.40625,25.125
309,,,26/02/2023 17:01,10,,,37.375,37.125,37.25,37.125,37.375,38.125,37.375,37.375,25.25,25.5,0,37.484375,37.390625,37.390625,25.375
310,,,26/02/2023 17:31,10.5,,,37.375,37.5,37.5,37.25,37.25,37.75,37.625,37.625,25.375,25.625,0,37.609375,37.484375,37.484375,25.5
311,,,26/02/2023 18:01,11,,,37.5,37.5,37.75,37.5,37.375,37.625,37.625,38,25.5,25.75,0,37.5625,37.609375,37.609375,25.625
312,,,26/02/2023 18:31,11.5,,,37.5,37.25,37.25,37.625,37.375,37.75,37.75,38,25.5,25.875,0,37.640625,37.5625,37.5625,25.6875
313,,,26/02/2023 19:01,12,,,37.625,37.5,37.75,37.5,37.375,37.625,37.75,38,25.5,25.875,0,37.875,37.640625,37.640625,25.6875
314,,,26/02/2023 19:31,12.5,,,37.625,37.875,38,37.75,37.75,38,38.125,37.875,25.25,25.5,0,37.796875,37.875,37.875,25.375
315,,,26/02/2023 20:01,13,,,38,37.375,37.875,37,38,38.25,38.125,37.75,25.125,25.25,0,37.890625,37.796875,37.796875,25.1875
316,,,26/02/2023 20:31,13.5,,,38,37.75,38.375,37.5,37.875,38.125,38.125,37.375,25,25,0,38.109375,37.890625,37.890625,25
317,,,26/02/2023 21:01,14,,,38.5,37.75,38.375,37.625,38,38.25,38.25,38.125,24.875,24.875,0,38.140625,38.109375,38.109375,24.875
318,,,26/02/2023 21:31,14.5,,,38,38.125,38.125,37.625,38.125,38.625,38.125,38.375,24.75,24.875,0,38.109375,38.140625,38.140625,24.8125
319,,,26/02/2023 22:01,15,,,37.75,38,38.375,38.125,38.25,38,38.375,38,24.625,24.625,0,38.171875,38.109375,38.109375,24.625
320,,,26/02/2023 22:31,15.5,,,37.625,38.125,38.375,38,38,38.625,38.375,38.25,24.5,24.625,0,38.359375,38.171875,38.171875,24.5625
321,,,26/02/2023 23:01,16,,,38,38,38.125,39,38.125,38.5,38.75,38.375,24.375,24.5,0,38.265625,38.359375,38.359375,24.4375
322,,,26/02/2023 23:31,16.5,,,38.375,38.25,38.625,38.375,37.625,38.25,38.625,38,24.25,24.25,0,38.34375,38.265625,38.265625,24.25
323,,,27/02/2023 00:01,17,,,38,38.125,38.375,38.375,38.125,38.25,38.75,38.75,24,24.125,0,38.28125,38.34375,38.34375,24.0625
324,,,27/02/2023 00:31,17.5,,,38.25,38,38.25,38.25,38,38.375,38.5,38.625,23.875,24,0,38.328125,38.28125,38.28125,23.9375
325,,,27/02/2023 01:01,18,,,38.875,38.125,37.5,38.5,38.375,38.375,38.875,38,23.75,23.75,0,38.21875,38.328125,38.328125,23.75
326,,,27/02/2023 01:31,18.5,,,38.25,38.125,38,38.125,38,38.625,38.625,38,23.5,23.625,0,38.25,38.21875,38.21875,23.5625
327,,,27/02/2023 02:01,19,,,38.125,37.875,38.125,38.875,37.875,38.5,38.5,38.125,23.375,23.375,0,38.359375,38.25,38.25,23.375
328,,,27/02/2023 02:31,19.5,,,38.875,38.625,38.625,37.875,37.625,38.25,38.25,38.75,23.25,23.375,0,38.53125,38.359375,38.359375,23.3125
329,,,27/02/2023 03:01,20,,,39.125,38.625,39,37.625,37.875,38.25,38.75,39,23.125,23.25,0,38.28125,38.53125,38.53125,23.1875
330,,,27/02/2023 03:31,20.5,,,38.125,38.125,38.125,37.75,38.25,38.625,38.5,38.75,23,23,0,38.296875,38.28125,38.28125,23
331,,,27/02/2023 04:01,21,,,38,38.125,38.375,38.625,37.75,39.125,38.25,38.125,22.875,22.75,0,38.140625,38.296875,38.296875,22.8125
332,,,27/02/2023 04:31,21.5,,,37.875,38.25,38.125,38.125,38.125,38.625,38.25,37.75,22.625,22.5,0,38.296875,38.140625,38.140625,22.5625
333,,,27/02/2023 05:01,22,,,38.125,38.5,38,38.25,38.625,38.625,38.5,37.75,22.375,22.25,0,38.453125,38.296875,38.296875,22.3125
334,,,27/02/2023 05:31,22.5,,,38,38.75,38.5,38.5,38.375,38.5,38.5,38.5,22.25,22.125,0,38.296875,38.453125,38.453125,22.1875
335,,,27/02/2023 06:01,23,,,37.75,38,38.125,38.375,38.5,38.5,38.625,38.5,22.125,22,0,37.84375,38.296875,38.296875,22.0625
336,,,27/02/2023 06:31,23.5,,,37.625,37.875,37.625,37.875,37.75,38.125,38.125,37.75,21.875,21.75,0,37.921875,37.84375,37.84375,21.8125
337,,,27/02/2023 07:01,0,,,37.625,38,37.75,37.375,38.125,38.625,38.25,37.625,21.75,21.625,0,37.71875,37.921875,37.921875,21.6875
338,,,27/02/2023 07:31,0.5,,,37.5,38,37.75,37.5,37.375,37.75,38.375,37.5,21.75,21.75,0,37.53125,37.71875,37.71875,21.75
339,,,27/02/2023 08:01,1,,,37.5,37.75,37.375,37.375,37.375,37.75,37.75,37.375,21.75,21.75,0,37.390625,37.53125,37.53125,21.75
340,,,27/02/2023 08:31,1.5,,,37.25,37.625,37.125,37.25,37.125,37.75,37.75,37.25,21.875,21.875,0,37.34375,37.390625,37.390625,21.875
341,,,27/02/2023 09:01,2,,,37.375,37.5,37,37.375,37.125,37.625,37.625,37.125,22,22.125,0,37.34375,37.34375,37.34375,22.0625
342,,,27/02/2023 09:31,2.5,,,37.25,37.625,37,37.25,37.125,37.375,37.625,37.5,22.375,22.375,0,37.703125,37.34375,37.34375,22.375
343,,,27/02/2023 10:01,3,,,37.375,37.375,37.625,37.75,37.375,37.75,37.75,38.625,22.625,22.75,0,37.703125,37.703125,37.703125,22.6875
344,,,27/02/2023 10:31,3.5,,,37.125,37.375,37.625,37.375,37.25,38.125,38.375,38.375,23,23.125,0,37.734375,37.703125,37.703125,23.0625
345,,,27/02/2023 11:01,4,,,37.375,37.5,37.625,37.375,37.75,38.125,38,38.125,23.125,23.5,0,37.5625,37.734375,37.734375,23.3125
346,,,27/02/2023 11:31,4.5,,,37.5,37.5,37.625,37.375,37.375,37.5,37.375,38.25,23.5,23.75,0,37.4375,37.5625,37.5625,23.625
347,,,27/02/2023 12:01,5,,,37.25,37.375,37.375,37.25,37.375,37.75,37.25,37.875,23.75,24,0,37.40625,37.4375,37.4375,23.875
348,,,27/02/2023 12:31,5.5,,,37.25,37.375,37.25,37.5,37.25,37.375,37.625,37.625,24,24.25,0,37.421875,37.40625,37.40625,24.125
349,,,27/02/2023 13:01,6,,,37.125,37,37.25,37.75,37.125,37.75,37.625,37.75,24.25,24.5,0,37.421875,37.421875,37.421875,24.375
350,,,27/02/2023 13:31,6.5,,,37,37,37.125,37.875,37.25,37.875,37.625,37.625,24.5,24.75,0,37.375,37.421875,37.421875,24.625
351,,,27/02/2023 14:01,7,,,37.25,36.875,37.5,37.75,37,37.625,37.5,37.5,24.625,25,0,37.5,37.375,37.375,24.8125
352,,,27/02/2023 14:31,7.5,,,37.5,36.875,37.875,37.5,37.375,37.75,37.625,37.5,24.875,25.125,0,37.421875,37.5,37.5,25
