Muestreo,Fecha,Hora,Fecha-Hora,ZT,Notas,Promedio,APS1,APS2,APS3,APS4,RPS1,RPS2,RPS3,RPS4,ENV1,ENV2,ENV3,APS AVER,RPS AVER,ALL AVER,ENV AVER
513,,,02/03/2023 23:01,16,,,37.875,37.75,38,38.625,37.875,38.25,38.625,38,25.5,25.625,0,38.109375,38.125,38.125,25.5625
514,,,02/03/2023 23:31,16.5,,,38,37.75,37.875,38.5,38,38.25,38.375,38.125,25.375,25.375,0,38.125,38.109375,38.109375,25.375
515,,,03/03/2023 00:01,17,SNACK,,38.125,37.75,38,38.625,38.125,38,38.5,37.875,25.125,25.125,0,38.125,38.125,38.125,25.125
516,,,03/03/2023 00:31,17.5,,,38.25,37.875,37.75,37.75,38.25,38.625,38.125,38.375,25,24.875,0,37.90625,38.34375,38.125,24.9375
517,,,03/03/2023 01:01,18,,,38.625,37.875,37.75,37.625,38.125,38.875,38.5,38.25,24.75,24.625,0,37.96875,38.4375,38.203125,24.6875
518,,,03/03/2023 01:31,18.5,,,38.125,38.375,38.25,37.75,38,38.625,38.5,37.875,24.5,24.375,0,38.125,38.25,38.1875,24.4375
519,,,03/03/2023 02:01,19,,,38.125,38.25,38.125,37.875,38.5,38.625,38.375,37.875,24.375,24.125,0,38.09375,38.34375,38.21875,24.25
520,,,03/03/2023 02:31,19.5,,,38.125,38,38.375,37.875,38.125,38.375,38.375,37.625,24.125,24,0,38.09375,38.125,38.109375,24.0625
521,,,03/03/2023 03:01,20,,,38.5,38.5,38.375,38.375,37.875,38.75,39.125,38.125,23.875,23.75,0,38.4375,38.46875,38.453125,23.8125
522,,,03/03/2023 03:31,20.5,,,38.875,38.125,38.375,38.375,38.125,38.75,38.5,37.875,23.75,23.625,0,38.4375,38.3125,38.375,23.6875
523,,,03/03/2023 04:01,21,,,38.5,38,37.75,37.75,38,38.875,38.375,38.375,23.625,23.375,0,38,38.40625,38.203125,23.5
524,,,03/03/2023 04:31,21.5,,,38,37.625,38.125,37.5,38.375,38.5,38.5,38.25,23.375,23.125,0,37.8125,38.40625,38.109375,23.25
525,,,03/03/2023 05:01,22,,,38,37.5,37.875,37.125,38.25,38.125,38.75,38.5,23.25,23.125,0,37.625,38.40625,38.015625,23.1875
526,,,03/03/2023 05:31,22.5,,,38.125,37.875,38.625,38,38,38.625,38.875,38,23,23,0,38.15625,38.375,38.265625,23
527,,,03/03/2023 06:01,23,,,38,37.875,38,38.125,38.25,38.5,38.375,38.125,23,22.875,0,38,38.3125,38.15625,22.9375
528,,,03/03/2023 06:31,23.5,,,37.75,37.875,37.5,37.5,37.75,38.375,38.125,37.75,22.875,22.625,0,37.65625,38,37.828125,22.75
529,,,03/03/2023 07:01,0,,,37.75,37.5,38,36.875,37.625,37.75,37.875,37.625,22.625,22.375,0,37.53125,37.71875,37.625,22.5
530,,,03/03/2023 07:31,0.5,,,37.25,37.75,37.625,37.5,37.375,38,38,37.625,22.5,22.75,0,37.53125,37.75,37.640625,22.625
531,,,03/03/2023 08:01,1,,,37.25,37.5,37.125,37,37.125,37.875,37.625,37.5,22.5,22.875,0,37.21875,37.53125,37.375,22.6875
532,,,03/03/2023 08:31,1.5,,,37.25,37.375,37,36.875,37.125,37.75,37.375,38.25,22.625,23,0,37.125,37.625,37.375,22.8125
533,,,03/03/2023 09:01,2,,,37.25,37.375,37.375,37,37.125,37.75,37.625,38,22.75,23.25,0,37.25,37.625,37.4375,23
534,,,03/03/2023 09:31,2.5,,,37.375,37.5,37.375,37,37.375,37.75,37.625,38,23,23.5,0,37.3125,37.6875,37.5,23.25
535,,,03/03/2023 10:01,3,,,37.375,37.5,37.5,37.25,37.25,37.625,37.5,38.125,23.125,23.75,0,37.40625,37.625,37.515625,23.4375
536,,,03/03/2023 10:31,3.5,,,37.5,37,37.625,37.25,37.125,37.375,38,37.75,23.375,24.125,0,37.34375,37.5625,37.453125,23.75
537,,,03/03/2023 11:01,4,,,37.625,37.125,37.25,37.625,37.25,37.75,37.5,37.625,23.5,24.375,0,37.40625,37.53125,37.46875,23.9375
538,,,03/03/2023 11:31,4.5,,,37.375,37.5,37,37.125,37.375,37.625,37.5,37.875,23.875,24.75,0,37.25,37.59375,37.421875,24.3125
539,,,03/03/2023 12:01,5,,,37.5,37.5,37.125,37,36.875,37.75,37.625,38.5,24,25,0,37.28125,37.6875,37.484375,24.5
540,,,03/03/2023 12:31,5.5,,,37.625,37.375,37.5,36.625,37,37.875,37.625,37.625,24.25,25.25,0,37.28125,37.53125,37.40625,24.75
541,,,03/03/2023 13:01,6,,,37.375,37.125,38,37.375,37.125,37.375,37.625,37.625,24.5,25.625,0,37.46875,37.4375,37.453125,25.0625
542,,,03/03/2023 13:31,6.5,,,37.5,37.5,37.625,36.875,37.375,37.875,37.625,37.625,24.875,25.875,0,37.375,37.625,37.5,25.375
543,,,03/03/2023 14:01,7,,,37.625,37,37.5,36.625,37,37.625,37.75,37,25.125,26.25,0,37.1875,37.34375,37.265625,25.6875
544,,,03/03/2023 14:31,7.5,,,37.25,36.875,37.375,36.875,37,37.25,37.625,37.375,25.375,26.5,0,37.09375,37.3125,37.203125,25.9375
545,,,03/03/2023 15:01,8,,,37.5,37.375,37.625,37,37.25,37.875,37.75,37.375,25.625,26.75,0,37.375,37.5625,37.46875,26.1875
546,,,03/03/2023 15:31,8.5,,,37.5,37.875,37.375,37.125,37.25,37.875,37.625,37.625,25.875,26.875,0,37.46875,37.59375,37.53125,26.375
547,,,03/03/2023 16:01,9,,,37.625,37.375,37.125,37.125,37.375,38.125,37.375,37.5,26.125,27.125,0,37.3125,37.59375,37.453125,26.625
548,,,03/03/2023 16:31,9.5,,,37.5,37.5,37,37.5,37.25,38.375,37.5,37.625,26.25,27.25,0,37.375,37.6875,37.53125,26.75
549,,,03/03/2023 17:01,10,,,37.5,37.25,37.75,37.375,36.75,38.125,37.875,37.5,26.375,27.375,0,37.46875,37.5625,37.515625,26.875
550,,,03/03/2023 17:31,10.5,,,37.5,37.25,38,36.875,37.5,38,37.875,37.625,26.375,27.375,0,37.40625,37.75,37.578125,26.875
551,,,03/03/2023 18:01,11,,,37.875,36.875,37.875,38.25,37.75,38.75,37.875,39.125,26.625,27.5,0,37.71875,38.375,38.046875,27.0625
552,,,03/03/2023 18:31,11.5,,,37.625,37.375,37.875,37.625,37.625,38.625,38.125,38.875,26.5,27.375,0,37.625,38.3125,37.96875,26.9375
553,,,03/03/2023 19:01,12,,,37.75,37.25,37.875,37.5,37.5,38.125,37.625,37.875,26.5,27.25,0,37.59375,37.78125,37.6875,26.875
554,,,03/03/2023 19:31,12.5,,,37.75,37.625,37.875,37.5,37.5,38.25,38.125,37.75,26.25,26.625,0,37.6875,37.90625,37.796875,26.4375
555,,,03/03/2023 20:01,13,,,37.875,38.5,37.75,37.5,38,38.25,37.75,37.75,26.125,26.375,0,37.90625,37.9375,37.921875,26.25
556,,,03/03/2023 20:31,13.5,,,38.5,38.25,38.375,38.375,37.75,38.625,37.875,37.75,26,26.25,0,38.375,38,38.1875,26.125
557,,,03/03/2023 21:01,14,,,39,37.75,38.125,37.25,38,38.5,37.75,37.75,25.75,26.125,0,38.03125,38,38.015625,25.9375
558,,,03/03/2023 21:31,14.5,,,38.75,37.875,38.375,37.625,38.25,38.5,38,38.5,25.75,26,0,38.15625,38.3125,38.234375,25.875
559,,,03/03/2023 22:01,15,,,38.125,38,38.25,38.125,38.5,38.75,38.25,37.5,25.625,25.875,0,38.125,38.25,38.1875,25.75
560,,,03/03/2023 22:31,15.5,,,37.875,38,38.25,38.375,38.125,38.875,38.5,37.625,25.5,25.75,0,38.125,38.28125,38.203125,25.625
561,,,03/03/2023 23:01,16,,,38,38.25,38,38.625,38.25,38.25,38.75,37.875,25.375,25.625,0,38.21875,38.28125,38.25,25.5
562,,,03/03/2023 23:31,16.5,,,38.625,38.5,38.25,38.25,38,38.375,38.375,37.625,25.25,25.375,0,38.40625,38.09375,38.25,25.3125
563,,,04/03/2023 00:01,17,,,38,38,37.875,38.375,37.75,38.25,38.25,38.375,25.125,25.25,0,38.0625,38.15625,38.109375,25.1875
564,,,04/03/2023 00:31,17.5,,,38,37.875,37.5,38,37.625,38.25,38.125,38.125,24.875,25,0,37.84375,38.03125,37.9375,24.9375
565,,,04/03/2023 01:01,18,,,37.875,38.375,38,38.125,37.875,38.625,38.625,38,24.625,24.75,0,38.09375,38.28125,38.1875,24.6875
566,,,04/03/2023 01:31,18.5,,,38.5,38.5,38.25,39,37.875,38.5,38.125,38.5,24.5,24.5,0,38.5625,38.25,38.40625,24.5
567,,,04/03/2023 02:01,19,,,37.875,37.5,38.5,38.125,38,38.75,38.375,38.625,24.125,24.25,0,38,38.4375,38.21875,24.1875
568,,,04/03/2023 02:31,19.5,,,37.75,37.375,38.125,38,38.375,39.25,37.75,38.5,24,24,0,37.8125,38.46875,38.140625,24
569,,,04/03/2023 03:01,20,,,38.125,38,38.375,38,38,38.5,38.625,37.75,23.75,23.75,0,38.125,38.21875,38.171875,23.75
570,,,04/03/2023 03:31,20.5,,,38,38,38.375,38.375,38.125,38.25,38.625,37.625,23.5,23.5,0,38.1875,38.15625,38.171875,23.5
571,,,04/03/2023 04:01,21,,,39,38.75,38,38.375,37.75,38.25,38.625,37.625,23.25,23.25,0,38.53125,38.0625,38.296875,23.25
572,,,04/03/2023 04:31,21.5,,,38.375,38.75,37.875,38,38.25,38.25,37.75,37.625,23.125,23.125,0,38.25,37.96875,38.109375,23.125
573,,,04/03/2023 05:01,22,,,37.875,38,38.25,38.625,38.125,38.75,38,37.75,22.875,23,0,38.1875,38.15625,38.171875,22.9375
574,,,04/03/2023 05:31,22.5,,,38.125,37.875,38,38.375,38.5,38.625,38.75,37.875,22.75,22.75,0,38.09375,38.4375,38.265625,22.75
575,,,04/03/2023 06:01,23,,,37.75,37.625,38.125,38.25,37.5,38.25,38.5,37.875,22.625,22.625,0,37.9375,38.03125,37.984375,22.625
576,,,04/03/2023 06:31,23.5,,,38,38.125,37.375,37.75,37.75,38.625,38,37.375,22.375,22.375,0,37.8125,37.9375,37.875,22.375
577,,,04/03/2023 07:01,0,,,37.875,37.875,37.375,37.125,37.75,38.125,37.875,38.125,22.125,22.125,0,37.5625,37.96875,37.765625,22.125
578,,,04/03/2023 07:31,0.5,,,37.5,37.25,37.375,37.125,37.25,37.5,37.75,37.375,22.125,22.5,0,37.3125,37.46875,37.390625,22.3125
579,,,04/03/2023 08:01,1,,,37.5,37.375,37.5,37.25,37.375,37.25,37.75,37.375,22.125,22.5,0,37.40625,37.4375,37.421875,22.3125
580,,,04/03/2023 08:31,1.5,,,37.375,37.375,37.5,37.5,37.25,38.125,37.875,37.625,22.25,22.75,0,37.4375,37.71875,37.578125,22.5
581,,,04/03/2023 09:01,2,,,37.5,37.75,37.25,37.125,37.25,37.75,38.5,37.375,22.375,22.875,0,37.40625,37.71875,37.5625,22.625
582,,,04/03/2023 09:31,2.5,,,37.5,37.625,37.375,37.375,37.375,37.5,38,37.5,22.5,23.125,0,37.46875,37.59375,37.53125,22.8125
583,,,04/03/2023 10:01,3,,,37.5,37.5,37.375,37.5,37.5,37.625,37.625,37.75,22.75,23.5,0,37.46875,37.625,37.546875,23.125
584,,,04/03/2023 10:31,3.5,,,37.5,37.375,37.625,37.5,37,37.875,37.5,38.25,23,23.75,0,37.5,37.65625,37.578125,23.375
585,,,04/03/2023 11:01,4,,,37.375,37.5,38,37,37.375,38,37.25,37.625,23.25,24.125,0,37.46875,37.5625,37.515625,23.6875
586,,,04/03/2023 11:31,4.5,,,37.5,37.25,37.625,37.875,37.125,38,37.625,36.875,23.5,24.375,0,37.5625,37.40625,37.484375,23.9375
587,,,04/03/2023 12:01,5,,,37.5,37.375,37.25,37.75,37.625,38.25,37.375,37.25,23.625,24.625,0,37.46875,37.625,37.546875,24.125
588,,,04/03/2023 12:31,5.5,,,37.5,37.25,37.625,37.25,37.5,37.875,37.625,37.5,23.875,25,0,37.40625,37.625,37.515625,24.4375
589,,,04/03/2023 13:01,6,,,37.25,37.75,37.5,37.25,37.5,37.75,37.625,37.375,24.125,25.25,0,37.4375,37.5625,37.5,24.6875
590,,,04/03/2023 13:31,6.5,,,37.375,37.75,37.125,37.375,37,37.625,37.25,37.375,24.375,25.5,0,37.40625,37.3125,37.359375,24.9375
591,,,04/03/2023 14:01,7,,,37.5,37.5,37.25,36.875,37.125,37.75,37.125,37.5,24.625,25.75,0,37.28125,37.375,37.328125,25.1875
592,,,04/03/2023 14:31,7.5,,,37.625,36.875,37.875,36.875,37.375,37.75,37.625,36.875,24.875,26,0,37.3125,37.40625,37.359375,25.4375
593,,,04/03/2023 15:01,8,,,37.375,37.375,37.625,37,37.625,37.5,37.875,37.375,25.125,26.25,0,37.34375,37.59375,37.46875,25.6875
594,,,04/03/2023 15:31,8.5,,,37.375,37.125,37.375,37,37.125,37.875,37.5,37.25,25.375,26.375,0,37.21875,37.4375,37.328125,25.875
595,,,04/03/2023 16:01,9,,,37.375,37.75,37.375,37.5,37.25,37.875,37.5,37.5,25.625,26.625,0,37.5,37.53125,37.515625,26.125
596,,,04/03/2023 16:31,9.5,,,37,37.375,37.375,37.375,37.75,38,38,37.5,25.75,26.875,0,37.28125,37.8125,37.546875,26.3125
597,,,04/03/2023 17:01,10,,,37.625,37.625,37.625,37,37.125,37.875,37.75,37.25,26,27,0,37.46875,37.5,37.484375,26.5
598,,,04/03/2023 17:31,10.5,,,37.625,37.5,37.5,37,37.25,38,37.75,37.5,26.125,27.125,0,37.40625,37.625,37.515625,26.625
599,,,04/03/2023 18:01,11,,,37.5,37.5,37.375,37,37.75,38.125,37.375,37.625,26.25,27.25,0,37.34375,37.71875,37.53125,26.75
600,,,04/03/2023 18:31,11.5,,,37.5,38.25,37.625,37.5,37.375,38.25,38,37.75,26.25,27.25,0,37.71875,37.84375,37.78125,26.75
601,,,04/03/2023 19:01,12,,,37.875,37.625,37.75,37.375,37.375,38.25,38.25,37.5,26.25,27.125,0,37.65625,37.84375,37.75,26.6875
602,,,04/03/2023 19:31,12.5,,,38,37.5,38,37.75,37.875,38.5,38.25,37.75,26.125,26.5,0,37.8125,38.09375,37.953125,26.3125
603,,,04/03/2023 20:01,13,,,38.625,37.75,38.125,37.625,37.5,38.5,38.125,37.875,26,26.25,0,38.03125,38,38.015625,26.125
604,,,04/03/2023 20:31,13.5,,,38.25,38.5,38,38,37.625,38.5,38.125,38.25,25.875,26.125,0,38.1875,38.125,38.15625,26
605,,,04/03/2023 21:01,14,,,38.25,37.75,37.875,37.625,37.875,38.375,38.25,37.875,25.75,26,0,37.875,38.09375,37.984375,25.875
606,,,04/03/2023 21:31,14.5,,,37.875,37.75,38,37.625,38,38.125,38.25,38,25.625,25.875,0,37.8125,38.09375,37.953125,25.75
607,,,04/03/2023 22:01,15,,,37.875,37.75,37.875,38.125,38.375,38.375,38.25,37.75,25.5,25.75,0,37.90625,38.1875,38.046875,25.625
608,,,04/03/2023 22:31,15.5,,,38.125,38,38.625,38.375,38.375,38.75,38.625,38.25,25.375,25.625,0,38.28125,38.5,38.390625,25.5
609,,,04/03/2023 23:01,16,,,38.5,37.875,38.625,38.625,38.375,38.625,38.5,38.25,25.25,25.5,0,38.40625,38.4375,38.421875,25.375
610,,,04/03/2023 23:31,16.5,,,38.375,37.75,38.375,38.25,38.375,37.875,38.5,38.875,25.125,25.375,0,38.1875,38.40625,38.296875,25.25
611,,,05/03/2023 00:01,17,,,38.25,38.25,38.5,38,38.25,38.25,38.25,38.25,25,25.125,0,38.25,38.25,38.25,25.0625
612,,,05/03/2023 00:31,17.5,,,38,38,38,38.625,38.375,38.375,38.625,38.5,24.875,25,0,38.15625,38.46875,38.3125,24.9375
613,,,05/03/2023 01:01,18,,,38.125,37.875,37.75,38,38.25,38.875,38.5,37.75,24.625,24.875,0,37.9375,38.34375,38.140625,24.75
614,,,05/03/2023 01:31,18.5,,,38.125,38,37.875,37.875,38.5,39.125,38.75,37.75,24.5,24.625,0,37.96875,38.53125,38.25,24.5625
615,,,05/03/2023 02:01,19,,,38.25,38.5,38.125,38.125,38.5,39.125,38.25,37.75,24.375,24.5,0,38.25,38.40625,38.328125,24.4375
616,,,05/03/2023 02:31,19.5,,,38.125,38.5,38.375,38.75,38.375,38.375,38.75,37.75,24.125,24.375,0,38.4375,38.3125,38.375,24.25
617,,,05/03/2023 03:01,20,,,38.125,38,38.125,37.875,38.25,38,38.875,38.125,24,24.25,0,38.03125,38.3125,38.171875,24.125
618,,,05/03/2023 03:31,20.5,,,38.375,37.875,38,37.75,38.125,38,38.125,38.125,24,24,0,38,38.09375,38.046875,24
619,,,05/03/2023 04:01,21,,,38.75,37.625,37.75,37.625,38.125,38.375,38.375,38,23.75,23.875,0,37.9375,38.21875,38.078125,23.8125
620,,,05/03/2023 04:31,21.5,,,38.375,37.875,37.875,38.5,38.5,38.625,38.625,37.75,23.625,23.75,0,38.15625,38.375,38.265625,23.6875
621,,,05/03/2023 05:01,22,,,37.75,38,38.375,38.5,38.375,38.625,38.25,37.5,23.375,23.5,0,38.15625,38.1875,38.171875,23.4375
622,,,05/03/2023 05:31,22.5,,,37.75,38.125,38.125,38.125,37.75,38.25,38.375,37.625,23.125,23.375,0,38.03125,38,38.015625,23.25
623,,,05/03/2023 06:01,23,,,37.875,37.875,37.875,37.75,37.5,38.75,38.625,38.125,23,23.125,0,37.84375,38.25,38.046875,23.0625
624,,,05/03/2023 06:31,23.5,,,37.25,37.5,37.25,38.125,37.375,38.5,37.875,37.5,22.875,22.875,0,37.53125,37.8125,37.671875,22.875
625,,,05/03/2023 07:01,0,,,37.25,37.75,37.25,37.375,37.5,37.75,37.875,37.5,22.75,22.75,0,37.40625,37.65625,37.53125,22.75
626,,,05/03/2023 07:31,0.5,,,37.25,37.375,37.625,37.25,37.25,37.75,37.875,37.25,22.625,23.125,0,37.375,37.53125,37.453125,22.875
627,,,05/03/2023 08:01,1,,,37.375,37.5,37.25,37,36.875,37.375,37.625,37.375,22.625,23.125,0,37.28125,37.3125,37.296875,22.875
628,,,05/03/2023 08:31,1.5,,,37.125,37.625,37,37.125,37.125,38.125,37.625,37.125,22.75,23.375,0,37.21875,37.5,37.359375,23.0625
629,,,05/03/2023 09:01,2,,,37.125,37.5,37.25,37.25,36.75,37.625,37.5,37,22.875,23.5,0,37.28125,37.21875,37.25,23.1875
630,,,05/03/2023 09:31,2.5,,,37.375,37.625,37.25,37.5,37,37.875,38.125,37.375,23,23.625,0,37.4375,37.59375,37.515625,23.3125
631,,,05/03/2023 10:01,3,,,37.25,37.375,37.5,37.375,37.375,37.75,38,37.75,23.125,23.875,0,37.375,37.71875,37.546875,23.5
632,,,05/03/2023 10:31,3.5,,,37.25,37.625,37.625,37.625,37.125,37.875,37.625,37.875,23.375,24.125,0,37.53125,37.625,37.578125,23.75
633,,,05/03/2023 11:01,4,,,37,37.5,37,37.25,37,37.375,37.625,37.5,23.5,24.375,0,37.1875,37.375,37.28125,23.9375
634,,,05/03/2023 11:31,4.5,,,37.375,37.375,36.875,36.875,37.125,37.625,37.25,37.5,23.75,24.75,0,37.125,37.375,37.25,24.25
635,,,05/03/2023 12:01,5,,,37.125,37.25,37.5,37,37.25,38.25,37.625,37.875,24,25,0,37.21875,37.75,37.484375,24.5
636,,,05/03/2023 12:31,5.5,,,37.375,37,37.25,37.875,37.5,38.125,37.5,37.75,24.25,25.375,0,37.375,37.71875,37.546875,24.8125
637,,,05/03/2023 13:01,6,,,37.375,37.125,37.75,38,37.125,37.875,37.375,37.625,24.5,25.625,0,37.5625,37.5,37.53125,25.0625
638,,,05/03/2023 13:31,6.5,,,37.5,37.375,37.25,37.375,36.75,37.625,37.5,37.25,24.75,26,0,37.375,37.28125,37.328125,25.375
639,,,05/03/2023 14:01,7,,,37.5,37.375,37.75,37,37,37.875,37.625,37.375,25,26.125,0,37.40625,37.46875,37.4375,25.5625
640,,,05/03/2023 14:31,7.5,,,37.5,36.875,37.25,37.125,37,37.25,37.25,37,25.25,26.375,0,37.1875,37.125,37.15625,25.8125
641,,,05/03/2023 15:01,8,,,37.625,37.375,37,37.375,37.25,37.75,37.5,37.5,25.375,26.5,0,37.34375,37.5,37.421875,25.9375
642,,,05/03/2023 15:31,8.5,,,37.5,37.25,37.25,37.25,37.5,37.75,37.25,37.875,25.625,26.625,0,37.3125,37.59375,37.453125,26.125
643,,,05/03/2023 16:01,9,,,37.5,37.625,37,37.25,36.75,37.625,37.25,37.5,25.75,26.75,0,37.34375,37.28125,37.3125,26.25
644,,,05/03/2023 16:31,9.5,,,37.25,37.5,37.375,37.5,37.125,38.125,37.375,37.5,25.875,26.875,0,37.40625,37.53125,37.46875,26.375
645,,,05/03/2023 17:01,10,,,37.5,37.5,37.75,37.125,37.5,38,37.375,37.375,26,27,0,37.46875,37.5625,37.515625,26.5
646,,,05/03/2023 17:31,10.5,,,38.25,37.25,37.625,37.125,37.25,38.125,37.5,37.375,26,27,0,37.5625,37.5625,37.5625,26.5
647,,,05/03/2023 18:01,11,,,37.75,37.5,37.375,37.375,37.5,37.625,37.625,37.5,26.125,27.125,0,37.5,37.5625,37.53125,26.625
648,,,05/03/2023 18:31,11.5,,,37.75,37.5,37.5,37.625,37,37.875,38.125,37.5,26.125,27.125,0,37.59375,37.625,37.609375,26.625
649,,,05/03/2023 19:01,12,,,37.625,37.375,37.25,37.375,37.75,38.25,37.375,37.75,26.25,27.125,0,37.40625,37.78125,37.59375,26.6875
650,,,05/03/2023 19:31,12.5,,,37.875,38.25,37.625,37.5,37.875,38.375,38,37.875,26.125,26.5,0,37.8125,38.03125,37.921875,26.3125
651,,,05/03/2023 20:01,13,,,38.25,37.625,37.625,38,37.75,38.5,38,37.625,26,26.25,0,37.875,37.96875,37.921875,26.125
652,,,05/03/2023 20:31,13.5,,,38.25,38,38.125,38.25,38,38,38.5,37.5,25.875,26.25,0,38.15625,38,38.078125,26.0625
653,,,05/03/2023 21:01,14,,,38.375,37.75,38,37.875,38,38.125,38.25,38.125,25.75,26.125,0,38,38.125,38.0625,25.9375
654,,,05/03/2023 21:31,14.5,,,38.625,38,37.75,37.75,38.125,38.625,38.375,38.125,25.625,26,0,38.03125,38.3125,38.171875,25.8125
655,,,05/03/2023 22:01,15,,,38.5,37.75,38.125,38,38.25,38.625,38.5,37.875,25.5,25.875,0,38.09375,38.3125,38.203125,25.6875
656,,,05/03/2023 22:31,15.5,,,38.25,38,38.75,38.625,38.125,38.75,38.75,37.875,25.375,25.625,0,38.40625,38.375,38.390625,25.5
657,,,05/03/2023 23:01,16,,,38.25,38.5,38.625,39,38.375,38.625,38.625,38,25.375,25.5,0,38.59375,38.40625,38.5,25.4375
658,,,05/03/2023 23:31,16.5,,,38.375,38.25,38.5,38.625,38.125,38.375,38.5,38.25,25.25,25.375,0,38.4375,38.3125,38.375,25.3125
659,,,06/03/2023 00:01,17,,,38.375,38,38,37.75,38.125,38.5,38.25,38.625,25.125,25.25,0,38.03125,38.375,38.203125,25.1875
660,,,06/03/2023 00:31,17.5,,,38.875,37.875,38,37.875,38.375,38.375,38.5,38.375,25,25.125,0,38.15625,38.40625,38.28125,25.0625
661,,,06/03/2023 01:01,18,,,38.375,38,37.875,38.875,37.875,38.625,39,37.75,24.75,25,0,38.28125,38.3125,38.296875,24.875
662,,,06/03/2023 01:31,18.5,,,38.125,38.125,38.5,38.375,38.375,38.5,38.375,37.75,24.5,24.75,0,38.28125,38.25,38.265625,24.625
663,,,06/03/2023 02:01,19,,,38.25,38.5,38,38,38.25,38.875,38.125,37.75,24.375,24.5,0,38.1875,38.25,38.21875,24.4375
664,,,06/03/2023 02:31,19.5,,,38.875,38.625,38.25,38.625,38.375,38.75,38.5,37.875,24.25,24.375,0,38.59375,38.375,38.484375,24.3125
665,,,06/03/2023 03:01,20,,,38.875,38.375,38.125,38,38.125,38.625,39,37.875,24,24.25,0,38.34375,38.40625,38.375,24.125
666,,,06/03/2023 03:31,20.5,,,38.25,38.375,38.125,38.375,38.375,38.125,39.125,38.5,23.875,24.125,0,38.28125,38.53125,38.40625,24
667,,,06/03/2023 04:01,21,,,38,38,38.25,38.125,37.875,37.875,38.375,38.125,23.75,23.875,0,38.09375,38.0625,38.078125,23.8125
668,,,06/03/2023 04:31,21.5,,,37.5,38,38.5,39,38.375,38.875,38,37.5,23.75,23.75,0,38.25,38.1875,38.21875,23.75
669,,,06/03/2023 05:01,22,,,38,38.625,37.75,37.875,38.25,38.75,38,37.375,23.625,23.5,0,38.0625,38.09375,38.078125,23.5625
670,,,06/03/2023 05:31,22.5,,,38.25,38.125,37.625,38.125,38,38.375,38.75,37.375,23.375,23.375,0,38.03125,38.125,38.078125,23.375
671,,,06/03/2023 06:01,23,,,37.875,37.875,37.5,38.5,38,38.75,38.25,37.75,23.25,23.25,0,37.9375,38.1875,38.0625,23.25
672,,,06/03/2023 06:31,23.5,,,37.5,38,37.625,37.625,37.75,38.5,38.75,37.125,23,23,0,37.6875,38.03125,37.859375,23
673,,,06/03/2023 07:01,0,,,37.625,37.75,37.5,37.5,37,37.875,38.125,37.25,22.875,22.875,0,37.59375,37.5625,37.578125,22.875
674,,,06/03/2023 07:31,0.5,,,37.125,37.875,37.625,37.375,37,37.625,37.875,37.25,22.75,23.25,0,37.5,37.4375,37.46875,23
675,,,06/03/2023 08:01,1,,,37.5,37.625,36.875,37.375,37.125,37.75,37.625,37,22.75,23.25,0,37.34375,37.375,37.359375,23
676,,,06/03/2023 08:31,1.5,,,37.25,37.75,36.625,37.125,37.25,37.5,37.625,37.375,22.75,23.375,0,37.1875,37.4375,37.3125,23.0625
677,,,06/03/2023 09:01,2,,,37.25,36.875,36.625,37.25,37.25,37.75,37.5,37.25,22.875,23.5,0,37,37.4375,37.21875,23.1875
678,,,06/03/2023 09:31,2.5,,,37.5,37.25,37.625,37.25,37.375,37.625,37.625,38.375,23.125,23.75,0,37.40625,37.75,37.578125,23.4375
679,,,06/03/2023 10:01,3,,,37.25,37.5,37.5,37.25,37.375,37.875,37.875,38.125,23.375,24,0,37.375,37.8125,37.59375,23.6875
680,,,06/03/2023 10:31,3.5,,,37.375,37.5,36.875,37.25,37.375,38.375,37.75,37.5,23.5,24.375,0,37.25,37.75,37.5,23.9375
681,,,06/03/2023 11:01,4,,,37.375,37.25,37,37.375,37.125,38.25,37.375,37.375,23.75,24.625,0,37.25,37.53125,37.390625,24.1875
682,,,06/03/2023 11:31,4.5,,,37.25,37.875,37.25,37.875,37.125,37.625,37.375,37.375,24,25,0,37.5625,37.375,37.46875,24.5
683,,,06/03/2023 12:01,5,,,37.25,37.625,37,37.375,37.25,37.75,37.25,37.75,24.25,25.25,0,37.3125,37.5,37.40625,24.75
684,,,06/03/2023 12:31,5.5,,,37,37.375,37.75,37.375,37.25,37.75,37.375,37.5,24.5,25.625,0,37.375,37.46875,37.421875,25.0625
685,,,06/03/2023 13:01,6,,,37.25,37.625,37.25,37,37,37.625,37.625,37.75,24.75,25.875,0,37.28125,37.5,37.390625,25.3125
686,,,06/03/2023 13:31,6.5,,,37.75,37.25,37.25,37.375,37.375,37.625,37.5,37.375,25,26.125,0,37.40625,37.46875,37.4375,25.5625
687,,,06/03/2023 14:01,7,,,37.5,37.5,37.125,37.5,37.375,37.75,37.625,37.375,25.125,26.375,0,37.40625,37.53125,37.46875,25.75
688,,,06/03/2023 14:31,7.5,,,37.25,37.25,37.375,37.5,37.25,37.5,37.75,37.5,25.375,26.625,0,37.34375,37.5,37.421875,26
689,,,06/03/2023 15:01,8,,,37.375,37.5,37.75,37,37,38,37.75,37.25,25.625,26.875,0,37.40625,37.5,37.453125,26.25
